# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.964414097368717194e-02 1.000000000000000000e+00 2.230446599423885345e-02 2.936429344117641449e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.278972029685974121e+00
1.000000000000000000e+03 4.720647120848298073e-04 2.848993005954980617e-07 3.616726251820523430e-09 4.648159083444625139e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.571432203054428101e-01
2.000000000000000000e+03 1.226104359375312924e-04 2.084051686779275769e-08 4.442887446831633724e-10 1.200137267005629838e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.177378773689270020e-02
3.000000000000000000e+03 6.024749382049776614e-05 9.730971584076542058e-09 1.564765678141455396e-10 5.997634798404760659e-05 0.000000000000000000e+00 0.000000000000000000e+00 5.985995009541511536e-02
4.000000000000000000e+03 3.412899604882113636e-05 7.781864042044617236e-09 1.089009682431196779e-08 3.475509220152162015e-05 0.000000000000000000e+00 0.000000000000000000e+00 4.472240060567855835e-02
5.000000000000000000e+03 2.834608130797278136e-05 1.565254933666437864e-06 1.009339575830381364e-05 2.978370685013942420e-05 0.000000000000000000e+00 0.000000000000000000e+00 3.857007622718811035e-02
6.000000000000000000e+03 1.055672328220680356e-05 1.790922965483332518e-09 1.016091601968582836e-07 1.075634190783603117e-05 0.000000000000000000e+00 0.000000000000000000e+00 2.519199065864086151e-02
7.000000000000000000e+03 5.785448138340143487e-06 6.083327264150284464e-08 5.017452053834858816e-07 5.820174919790588319e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.898724399507045746e-02
8.000000000000000000e+03 5.432093985291430727e-06 4.607391588251630310e-07 2.433174586258246563e-07 5.480987056216690689e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.710971072316169739e-02
9.000000000000000000e+03 4.791358151123858988e-06 1.739894983643353044e-08 1.074750457519257907e-06 4.831774731428595260e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.648920215666294098e-02
1.000000000000000000e+04 3.992252459283918142e-06 8.881784197001252323e-10 6.618864745178143494e-07 4.082301074959104881e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.496394351124763489e-02
1.100000000000000000e+04 7.397668923658784479e-06 4.355556484370026737e-06 3.723727326487846767e-09 7.462396752089262009e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.703040860593318939e-02
1.200000000000000000e+04 5.064253400632878765e-06 4.014692422060761601e-06 3.552245971150114201e-06 5.134431830811081454e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.581606268882751465e-02
1.300000000000000000e+04 8.921496919356286526e-05 6.499400478787720203e-05 2.650960050232242793e-05 8.800719660939648747e-05 0.000000000000000000e+00 0.000000000000000000e+00 4.959734901785850525e-02
1.400000000000000000e+04 3.601497610361548141e-06 8.294955478049814701e-08 4.921095637655525934e-07 3.609499799495097250e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.395485457032918930e-02
1.500000000000000000e+04 1.113610051106661558e-05 1.142158367883894243e-09 1.016078243765150546e-07 1.114549831982003525e-05 0.000000000000000000e+00 0.000000000000000000e+00 2.462615817785263062e-02
1.600000000000000000e+04 5.102566319692414254e-06 9.789857813302660361e-11 8.812950369474492618e-13 5.024437541578663513e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.705064624547958374e-02
1.700000000000000000e+04 5.108198820380493999e-06 9.079037681658519432e-07 1.832565459380930406e-07 5.065064215159509331e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.595801860094070435e-02
1.800000000000000000e+04 2.094040537485852838e-04 1.757329591782763600e-04 1.924768611161198351e-07 2.073008363367989659e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.160027325153350830e-02
1.900000000000000000e+04 4.390566118672722951e-06 6.868149284855462611e-07 2.150111413357080892e-07 4.414909653860377148e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.415556203573942184e-02
2.000000000000000000e+04 2.672778009582543746e-06 9.650926813264959492e-08 8.937248026086308528e-07 2.716703193073044531e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.207168772816658020e-02
