# x, y
0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00
1.600000000000000000e+01 -1.687622442841529846e-02
2.400000000000000000e+01 -1.395945670083165169e-03
8.000000000000000000e+00 4.932956770062446594e-02
1.200000000000000000e+01 1.862754486501216888e-02
2.800000000000000000e+01 -1.450823911000043154e-04
2.000000000000000000e+01 6.720209959894418716e-03
4.000000000000000000e+00 -3.372345268726348877e-01
6.000000000000000000e+00 1.722773909568786621e-01
2.200000000000000000e+01 -2.481120638549327850e-03
3.000000000000000000e+01 -4.956154734827578068e-04
1.400000000000000000e+01 2.310689911246299744e-02
1.000000000000000000e+01 -8.477596938610076904e-02
2.600000000000000000e+01 1.518299104645848274e-03
1.800000000000000000e+01 -1.179834944196045399e-03
2.000000000000000000e+00 -7.064457237720489502e-02
3.000000000000000000e+00 -4.305598139762878418e-01
1.900000000000000000e+01 6.802056450396776199e-03
2.700000000000000000e+01 8.788437698967754841e-04
1.100000000000000000e+01 -3.714657947421073914e-02
1.500000000000000000e+01 -3.241172991693019867e-03
3.100000000000000000e+01 -3.652230952866375446e-05
2.300000000000000000e+01 -3.286065533757209778e-03
7.000000000000000000e+00 1.742494404315948486e-01
5.000000000000000000e+00 -3.655070438981056213e-02
2.100000000000000000e+01 1.806707936339080334e-03
2.900000000000000000e+01 -6.611199933104217052e-04
1.300000000000000000e+01 3.897428140044212341e-02
9.000000000000000000e+00 -6.214123591780662537e-02
2.500000000000000000e+01 7.608101586811244488e-04
1.700000000000000000e+01 -1.293184887617826462e-02
1.000000000000000000e+00 6.070547699928283691e-01
1.500000000000000000e+00 2.574182450771331787e-01
1.750000000000000000e+01 -7.202270440757274628e-03
2.550000000000000000e+01 1.351212267763912678e-03
9.500000000000000000e+00 -8.524801582098007202e-02
1.350000000000000000e+01 3.422175347805023193e-02
2.950000000000000000e+01 -6.468556239269673824e-04
2.150000000000000000e+01 -6.875420222058892250e-04
5.500000000000000000e+00 9.205909073352813721e-02
7.500000000000000000e+00 1.184477433562278748e-01
2.350000000000000000e+01 -2.531824400648474693e-03
3.150000000000000000e+01 1.535829069325700402e-04
1.550000000000000000e+01 -1.241892576217651367e-02
1.150000000000000000e+01 -6.594807840883731842e-03
2.750000000000000000e+01 3.452659875620156527e-04
1.950000000000000000e+01 7.692942395806312561e-03
3.500000000000000000e+00 -4.305269122123718262e-01
2.500000000000000000e+00 -3.108361363410949707e-01
1.850000000000000000e+01 3.766051726415753365e-03
2.650000000000000000e+01 1.319511095061898232e-03
1.050000000000000000e+01 -6.604299694299697876e-02
1.450000000000000000e+01 9.444894269108772278e-03
3.050000000000000000e+01 -2.704630605876445770e-04
2.250000000000000000e+01 -3.340465947985649109e-03
6.500000000000000000e+00 1.974303871393203735e-01
4.500000000000000000e+00 -1.915220171213150024e-01
2.050000000000000000e+01 4.506819881498813629e-03
2.850000000000000000e+01 -4.955363110639154911e-04
1.250000000000000000e+01 3.423541784286499023e-02
8.500000000000000000e+00 -1.518622692674398422e-02
2.450000000000000000e+01 -2.089107729261741042e-04
1.650000000000000000e+01 -1.669160276651382446e-02
5.000000000000000000e-01 8.871366977691650391e-01
7.500000000000000000e-01 7.620129585266113281e-01
1.675000000000000000e+01 -1.516522374004125595e-02
2.475000000000000000e+01 3.160258929710835218e-04
8.750000000000000000e+00 -4.141503572463989258e-02
1.275000000000000000e+01 3.793038055300712585e-02
2.875000000000000000e+01 -6.021922454237937927e-04
2.075000000000000000e+01 3.170939162373542786e-03
4.750000000000000000e+00 -1.126988008618354797e-01
6.750000000000000000e+00 1.910479515790939331e-01
2.275000000000000000e+01 -3.417677013203501701e-03
3.075000000000000000e+01 -1.508758432464674115e-04
1.475000000000000000e+01 2.792639657855033875e-03
1.075000000000000000e+01 -5.231725424528121948e-02
2.675000000000000000e+01 1.120203756727278233e-03
1.875000000000000000e+01 5.551154259592294693e-03
2.750000000000000000e+00 -3.864321112632751465e-01
3.750000000000000000e+00 -3.931761682033538818e-01
1.975000000000000000e+01 7.406158372759819031e-03
2.775000000000000000e+01 8.750511915422976017e-05
1.175000000000000000e+01 7.021566387265920639e-03
1.575000000000000000e+01 -1.526047941297292709e-02
3.175000000000000000e+01 2.214314736193045974e-04
2.375000000000000000e+01 -1.990224001929163933e-03
7.750000000000000000e+00 8.435039222240447998e-02
5.750000000000000000e+00 1.389870196580886841e-01
2.175000000000000000e+01 -1.692866906523704529e-03
2.975000000000000000e+01 -5.846677231602370739e-04
1.375000000000000000e+01 2.922479063272476196e-02
9.750000000000000000e+00 -8.772074431180953979e-02
2.575000000000000000e+01 1.486109918914735317e-03
1.775000000000000000e+01 -4.131373949348926544e-03
1.750000000000000000e+00 8.581242710351943970e-02
1.250000000000000000e+00 4.348246157169342041e-01
1.725000000000000000e+01 -1.020508352667093277e-02
2.525000000000000000e+01 1.108864438720047474e-03
9.250000000000000000e+00 -7.680021226406097412e-02
1.325000000000000000e+01 3.761761635541915894e-02
2.925000000000000000e+01 -6.744833663105964661e-04
2.125000000000000000e+01 4.971750313416123390e-04
5.250000000000000000e+00 3.278586268424987793e-02
7.250000000000000000e+00 1.492405682802200317e-01
2.325000000000000000e+01 -2.977860160171985626e-03
3.125000000000000000e+01 6.652891897829249501e-05
1.525000000000000000e+01 -8.376540616154670715e-03
1.125000000000000000e+01 -2.158742025494575500e-02
2.725000000000000000e+01 6.144808721728622913e-04
1.925000000000000000e+01 7.508418988436460495e-03
3.250000000000000000e+00 -4.443378150463104248e-01
2.250000000000000000e+00 -2.045884728431701660e-01
1.825000000000000000e+01 1.493846066296100616e-03
2.625000000000000000e+01 1.457966747693717480e-03
1.025000000000000000e+01 -7.722236216068267822e-02
1.425000000000000000e+01 1.635736599564552307e-02
3.025000000000000000e+01 -3.880602016579359770e-04
2.225000000000000000e+01 -3.031740197911858559e-03
6.250000000000000000e+00 1.915871649980545044e-01
4.250000000000000000e+00 -2.681561410427093506e-01
2.025000000000000000e+01 5.722091533243656158e-03
2.825000000000000000e+01 -3.418605774641036987e-04
1.225000000000000000e+01 2.778112143278121948e-02
8.250000000000000000e+00 1.554066594690084457e-02
2.425000000000000000e+01 -7.899060728959739208e-04
1.625000000000000000e+01 -1.731575652956962585e-02
2.500000000000000000e-01 9.701668620109558105e-01
3.750000000000000000e-01 9.346449971199035645e-01
1.637500000000000000e+01 -1.712752133607864380e-02
2.437500000000000000e+01 -4.941878723911941051e-04
8.375000000000000000e+00 -3.051112289540469646e-04
1.237500000000000000e+01 3.135364130139350891e-02
2.837500000000000000e+01 -4.244091396685689688e-04
2.037500000000000000e+01 5.135528743267059326e-03
4.375000000000000000e+00 -2.304393798112869263e-01
6.375000000000000000e+00 1.961298286914825439e-01
2.237500000000000000e+01 -3.216009354218840599e-03
3.037500000000000000e+01 -3.299982636235654354e-04
1.437500000000000000e+01 1.289372518658638000e-02
